PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	KAYE, H; PEARCE, JM								HIPPOCAMPAL-LESIONS ATTENUATE LATENT INHIBITION OF A CS AND OF A NEUTRAL STIMULUS								PSYCHOBIOLOGY				15	4			293	299					DEC 1987	1987										53							WOS:A1987L518300001		
J	WILSON, B; KOLB, B; ODLAND, L; WISHAW, IQ								ALCOHOL, SEX, AGE, AND THE HIPPOCAMPUS								PSYCHOBIOLOGY				15	4			300	307					DEC 1987	1987										17							WOS:A1987L518300002		
J	CASTRO, CA; PAYLOR, R; RUDY, JW								A DEVELOPMENTAL ANALYSIS OF THE LEARNING AND SHORT-TERM-MEMORY PROCESSES MEDIATING PERFORMANCE IN CONDITIONAL-SPATIAL DISCRIMINATION PROBLEMS								PSYCHOBIOLOGY				15	4			308	316					DEC 1987	1987										26							WOS:A1987L518300003		
J	CAMP, LL; RUDY, JW								BEHAVIORAL ACTIVATION IN INFANT RATS - PHARMACOLOGICAL EVIDENCE FOR DOPAMINERGIC MEDIATION								PSYCHOBIOLOGY				15	4			317	328					DEC 1987	1987										27							WOS:A1987L518300004		
J	BECKWITH, BE; TINIUS, TP; MILLER, DH								ARGININE VASOPRESSIN FACILITATES REVERSAL AND IMPAIRS RETENTION OF A BRIGHTNESS-DISCRIMINATION IN ALBINO-RATS								PSYCHOBIOLOGY				15	4			329	335					DEC 1987	1987										11							WOS:A1987L518300005		
J	BERRIDGE, KC; FENTRESS, JC								DISRUPTION OF NATURAL GROOMING CHAINS AFTER STRIATOPALLIDAL LESIONS								PSYCHOBIOLOGY				15	4			336	342					DEC 1987	1987										42							WOS:A1987L518300006		
J	KOHN, A								MAKING THE MOST OF MARRIAGE								PSYCHOLOGY TODAY				21	12			6	&					DEC 1987	1987										0							WOS:A1987K852400011		
J	FISCHMAN, J								GETTING TOUGH								PSYCHOLOGY TODAY				21	12			26	&					DEC 1987	1987										1							WOS:A1987K852400030		
J	SOLOMON, M								STANDARD ISSUE								PSYCHOLOGY TODAY				21	12			30	&					DEC 1987	1987										5							WOS:A1987K852400031		
J	TROTTER, RJ								PROJECT DAY-CARE								PSYCHOLOGY TODAY				21	12			32	&					DEC 1987	1987										3							WOS:A1987K852400032		
J	CHANCE, P								SAVING GRACE								PSYCHOLOGY TODAY				21	12			42	&					DEC 1987	1987										0							WOS:A1987K852400033		
J	FREUDENBERGER, HJ								TODAYS TROUBLED MEN								PSYCHOLOGY TODAY				21	12			46	&					DEC 1987	1987										2							WOS:A1987K852400034		
J	SEKULER, R; BLAKE, R								SENSORY UNDERLOAD								PSYCHOLOGY TODAY				21	12			48	51					DEC 1987	1987										20							WOS:A1987K852400035		
J	SIMON, C								AGE-PROOFING THE HOME								PSYCHOLOGY TODAY				21	12			52	&					DEC 1987	1987										0							WOS:A1987K852400036		
J	BERCH, DB; BENDER, BG								MARGINS OF SEXUALITY								PSYCHOLOGY TODAY				21	12			54	+					DEC 1987	1987										1							WOS:A1987K852400037		
J	PRUITT, DG								SOLUTIONS NOT WINNERS								PSYCHOLOGY TODAY				21	12			58	&					DEC 1987	1987										1							WOS:A1987K852400038		
J	SURMAN, OS; DIENSTAG, JL; COSMI, AB; CHAUNCEY, S; RUSSELL, PS								LIVER-TRANSPLANTATION - PSYCHIATRIC CONSIDERATIONS								PSYCHOSOMATICS				28	12			615	&		10.1016/S0033-3182(87)72451-7			DEC 1987	1987										22							WOS:A1987L314000001		
J	MISIASZEK, J; CRAGO, M; POTTER, RL								PATIENTS WITH COMBINED PHYSICAL AND PSYCHIATRIC-PROBLEMS								PSYCHOSOMATICS				28	12			622	&		10.1016/S0033-3182(87)72452-9			DEC 1987	1987										0							WOS:A1987L314000002		
J	PRISTACH, CA								LITHIUM INTOXICATION OF UNUSUAL ORIGIN								PSYCHOSOMATICS				28	12			632	&		10.1016/S0033-3182(87)72453-0			DEC 1987	1987										0							WOS:A1987L314000003		
J	MONTOYE, HJ								THE 1987 MCCLOY,C.H. RESEARCH LECTURE - BETTER BONES AND BIODYNAMICS								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			334	347		10.1080/02701367.1987.10608110			DEC 1987	1987										4							WOS:A1987L900000008		
J	BISCHOFF, JA; LEWIS, KA								A CROSS-SECTIONAL STUDY OF FITNESS LEVELS IN A MOVEMENT EDUCATION-PROGRAM								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			348	354		10.1080/02701367.1987.10608111			DEC 1987	1987										2							WOS:A1987L900000009		
J	ROBERTSON, LD; MAGNUSDOTTIR, H								EVALUATION OF CRITERIA ASSOCIATED WITH ABDOMINAL FITNESS TESTING								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			355	359		10.1080/02701367.1987.10608112			DEC 1987	1987										20							WOS:A1987L900000010		
J	WRISBERG, CA; WINTER, TP; KUHLMAN, JS								THE VARIABILITY OF PRACTICE HYPOTHESIS - FURTHER TESTS AND METHODOLOGICAL DISCUSSION								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			369	374		10.1080/02701367.1987.10608114			DEC 1987	1987										8							WOS:A1987L900000012		
J	BENEDETTI, C; MCCULLAGH, P								POST-KNOWLEDGE OF RESULTS DELAY - EFFECTS OF INTERPOLATED ACTIVITY ON LEARNING AND PERFORMANCE								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			375	381		10.1080/02701367.1987.10608115			DEC 1987	1987										1							WOS:A1987L900000013		
J	SCHEMPP, PG								BEHAVIORAL STABILITY IN PHYSICAL-EDUCATION - A ONE-YEAR TIME-SERIES ANALYSIS								RESEARCH QUARTERLY FOR EXERCISE AND SPORT				58	4			382	387		10.1080/02701367.1987.10608116			DEC 1987	1987										4							WOS:A1987L900000014		
J	MCCARTY, R; KIRBY, RF; CIERPIAL, MA; JENAL, TJ								ACCELERATED DEVELOPMENT OF CARDIAC SYMPATHETIC RESPONSES IN SPONTANEOUSLY HYPERTENSIVE (SHR) RATS								BEHAVIORAL AND NEURAL BIOLOGY				48	3			321	333		10.1016/S0163-1047(87)90879-X			NOV 1987	1987										23							WOS:A1987K990300001		
J	ARMARIO, A; GARCIAMARQUEZ, C; JOLIN, T								CROWDING-INDUCED CHANGES IN BASAL AND STRESS LEVELS OF THYROTROPIN AND SOMATOTROPIN IN MALE-RATS								BEHAVIORAL AND NEURAL BIOLOGY				48	3			334	343		10.1016/S0163-1047(87)90892-2			NOV 1987	1987										6							WOS:A1987K990300002		
J	REGHUNANDANAN, V; BADGAIYAN, RD; MARYA, RK; MAINI, BK								SUPRACHIASMATIC INJECTION OF A VASOPRESSIN ANTAGONIST MODIFIES THE CIRCADIAN-RHYTHM OF FOOD-INTAKE								BEHAVIORAL AND NEURAL BIOLOGY				48	3			344	351		10.1016/S0163-1047(87)90905-8			NOV 1987	1987										8							WOS:A1987K990300003		
J	ATTELLA, MJ; NATTINVILLE, A; STEIN, DG								HORMONAL STATE AFFECTS RECOVERY FROM FRONTAL-CORTEX LESIONS IN ADULT FEMALE RATS								BEHAVIORAL AND NEURAL BIOLOGY				48	3			352	367		10.1016/S0163-1047(87)90918-6			NOV 1987	1987										81							WOS:A1987K990300004		
J	ADAMS, N; LINS, MD; BLIZARD, DA								CONTRASTING EFFECTS OF SOCIAL STRESS AND FOOT-SHOCK ON ACUTE CARDIOVASCULAR-RESPONSE IN SALT-SENSITIVE RATS								BEHAVIORAL AND NEURAL BIOLOGY				48	3			368	381		10.1016/S0163-1047(87)90931-9			NOV 1987	1987										18							WOS:A1987K990300005		
J	PROVINE, RR; TATE, BC; GELDMACHER, LL								YAWNING - NO EFFECT OF 3-5-PERCENT CO2, 100-PERCENT O-2, AND EXERCISE								BEHAVIORAL AND NEURAL BIOLOGY				48	3			382	393		10.1016/S0163-1047(87)90944-7			NOV 1987	1987										57							WOS:A1987K990300006		
J	BABLANIAN, GM; WEISS, KR; KUPFERMANN, I								MOTOR CONTROL OF THE APPETITIVE PHASE OF FEEDING-BEHAVIOR IN APLYSIA								BEHAVIORAL AND NEURAL BIOLOGY				48	3			394	407		10.1016/S0163-1047(87)90957-5			NOV 1987	1987										27							WOS:A1987K990300007		
J	TUERSLEY, MD; MCCROHAN, CR								ORGANIZATION OF RHYTHMIC BUCCAL MOTOR OUTPUT OF LYMNAEA-STAGNALIS IN THE ABSENCE OF FOOD								BEHAVIORAL AND NEURAL BIOLOGY				48	3			408	421		10.1016/S0163-1047(87)90970-8			NOV 1987	1987										4							WOS:A1987K990300008		
J	KRANK, MD; BENNETT, D								CONDITIONED ACTIVITY AND THE INTERACTION OF AMPHETAMINE EXPERIENCE WITH MORPHINES ACTIVITY EFFECTS								BEHAVIORAL AND NEURAL BIOLOGY				48	3			422	433		10.1016/S0163-1047(87)90983-6			NOV 1987	1987										13							WOS:A1987K990300009		
J	KORNBROT, DE								SCIENCE AND PSYCHOLOGY DEGREE PERFORMANCE								BULLETIN OF THE BRITISH PSYCHOLOGICAL SOCIETY				40				409	417					NOV 1987	1987										4							WOS:A1987L033600001		
J	LEACH, C								COMPARING JOURNALS BY NUMBERS								BULLETIN OF THE BRITISH PSYCHOLOGICAL SOCIETY				40				419	421					NOV 1987	1987										0							WOS:A1987L033600002		
J	DEHAAN, EHF; YOUNG, A; NEWCOMBE, F								FACE RECOGNITION WITHOUT AWARENESS								COGNITIVE NEUROPSYCHOLOGY				4	4			385	415		10.1080/02643298708252045			NOV 1987	1987										173							WOS:A1987K786200001		
J	VALLAR, G; BADDELEY, A								PHONOLOGICAL SHORT-TERM STORE AND SENTENCE PROCESSING								COGNITIVE NEUROPSYCHOLOGY				4	4			417	438		10.1080/02643298708252046			NOV 1987	1987										35							WOS:A1987K786200002		
J	ELLIS, AW; FLUDE, BM; YOUNG, AW								NEGLECT DYSLEXIA AND THE EARLY VISUAL PROCESSING OF LETTERS IN WORDS AND NONWORDS								COGNITIVE NEUROPSYCHOLOGY				4	4			439	464		10.1080/02643298708252047			NOV 1987	1987										213							WOS:A1987K786200003		
J	ELLIS, AW; YOUNG, AW; FLUDE, BM								AFFERENT DYSGRAPHIA IN A PATIENT AND IN NORMAL SUBJECTS								COGNITIVE NEUROPSYCHOLOGY				4	4			465	486		10.1080/02643298708252048			NOV 1987	1987										45							WOS:A1987K786200004		
J	CAMPBELL, R								ONE OR 2 LEXICONS FOR READING AND WRITING WORDS - CAN MISSPELLINGS SHED ANY LIGHT								COGNITIVE NEUROPSYCHOLOGY				4	4			487	499		10.1080/02643298708252049			NOV 1987	1987										27							WOS:A1987K786200005		
J	SILVER, R; ROSENBLATT, JS								THE DEVELOPMENT OF A DEVELOPMENTALIST - LEHRMAN,DANIEL,S.								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			563	570		10.1002/dev.420200602			NOV 1987	1987										2							WOS:A1987K659800001		
J	MILLER, DB; BLAICH, CF								ALARM CALL RESPONSIVITY OF MALLARD DUCKLINGS .5. AGE-RELATED-CHANGES IN REPETITION RATE SPECIFICITY AND BEHAVIORAL-INHIBITION								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			571	586		10.1002/dev.420200603			NOV 1987	1987										8							WOS:A1987K659800002		
J	KAITZ, M; GOOD, A; ROKEM, AM; EIDELMAN, AI								MOTHERS RECOGNITION OF THEIR NEWBORNS BY OLFACTORY CUES								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			587	591		10.1002/dev.420200604			NOV 1987	1987										69							WOS:A1987K659800003		
J	HARVEY, PJ; MANN, MA								PREGNANCY-INDUCED AUTOGROOMING IN MICE - THE EFFECTS OF NIPPLE REMOVAL								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			593	602		10.1002/dev.420200605			NOV 1987	1987										5							WOS:A1987K659800004		
J	KOCH, PC; PETERS, RH								SUPPRESSION OF ADULT COPULATORY BEHAVIORS FOLLOWING LICL-INDUCED AVERSIVE CONTINGENCIES IN JUVENILE MALE-RATS								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			603	611		10.1002/dev.420200606			NOV 1987	1987										10							WOS:A1987K659800005		
J	HENNESSY, MB; RITCHEY, RL								HORMONAL AND BEHAVIORAL ATTACHMENT RESPONSES IN INFANT GUINEA-PIGS								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			613	625		10.1002/dev.420200607			NOV 1987	1987										70							WOS:A1987K659800006		
J	BIRKE, LIA; SADLER, D								EFFECTS OF ODOR FAMILIARITY ON THE DEVELOPMENT OF SYSTEMATIC EXPLORATION IN THE SPINY MOUSE, ACOMYS-CAHIRINUS								DEVELOPMENTAL PSYCHOBIOLOGY				20	6			627	640		10.1002/dev.420200608			NOV 1987	1987										7							WOS:A1987K659800007		
J	GAGNON, M; AKRE, F; CHEHADE, A; KEMP, F; LORTIE, M								MECHANICAL WORK AND ENERGY TRANSFERS WHILE TURNING PATIENTS IN BED								ERGONOMICS				30	11			1515	1530		10.1080/00140138708966044			NOV 1987	1987										8							WOS:A1987L321000002		
J	ROSSIGNOL, M; BAETZ, J								TASK-RELATED RISK-FACTORS FOR SPINAL-INJURY - VALIDATION OF A SELF-ADMINISTERED QUESTIONNAIRE ON HOSPITAL EMPLOYEES								ERGONOMICS				30	11			1531	1540		10.1080/00140138708966045			NOV 1987	1987										30							WOS:A1987L321000003		
J	HAGG, GM; SUURKULA, J; LIEW, M								A WORKSITE METHOD FOR SHOULDER MUSCLE FATIGUE MEASUREMENTS USING EMG, TEST CONTRACTIONS AND ZERO CROSSING TECHNIQUE								ERGONOMICS				30	11			1541	1551		10.1080/00140138708966046			NOV 1987	1987										32							WOS:A1987L321000004		
J	SUURKULA, J; HAGG, GM								RELATIONS BETWEEN SHOULDER NECK DISORDERS AND EMG ZERO CROSSING SHIFTS IN FEMALE ASSEMBLY WORKERS USING THE TEST CONTRACTION METHOD								ERGONOMICS				30	11			1553	1564		10.1080/00140138708966047			NOV 1987	1987										35							WOS:A1987L321000005		
J	MCGILL, SM; NORMAN, RW								REASSESSMENT OF THE ROLE OF INTRAABDOMINAL PRESSURE IN SPINAL-COMPRESSION								ERGONOMICS				30	11			1565	1588		10.1080/00140138708966048			NOV 1987	1987										84							WOS:A1987L321000006		
J	SKOLDSTROM, B								PHYSIOLOGICAL-RESPONSES OF FIRE FIGHTERS TO WORKLOAD AND THERMAL-STRESS								ERGONOMICS				30	11			1589	1597		10.1080/00140138708966049			NOV 1987	1987										40							WOS:A1987L321000007		
J	HASLAM, RA; PARSONS, KC								A COMPARISON OF MODELS FOR PREDICTING HUMAN RESPONSE TO HOT AND COLD ENVIRONMENTS								ERGONOMICS				30	11			1599	1614		10.1080/00140138708966050			NOV 1987	1987										12							WOS:A1987L321000008		
J	WURTMAN, J; WURTMAN, R; REYNOLDS, S; TSAY, R; CHEW, B								FENFLURAMINE SUPPRESSES SNACK INTAKE AMONG CARBOHYDRATE CRAVERS BUT NOT AMONG NONCARBOHYDRATE CRAVERS								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			687	699		10.1002/1098-108X(198711)6:6<687::AID-EAT2260060602>3.0.CO;2-O			NOV 1987	1987										58							WOS:A1987K672300001		
J	TIMKO, C; STRIEGELMOORE, RH; SILBERSTEIN, LR; RODIN, J								FEMININITY MASCULINITY AND DISORDERED EATING IN WOMEN - HOW ARE THEY RELATED								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			701	712		10.1002/1098-108X(198711)6:6<701::AID-EAT2260060603>3.0.CO;2-D			NOV 1987	1987										50							WOS:A1987K672300002		
J	KIEMLE, G; SLADE, PD; DEWEY, ME								FACTORS ASSOCIATED WITH ABNORMAL EATING ATTITUDES AND BEHAVIORS - SCREENING INDIVIDUALS AT RISK OF DEVELOPING AN EATING DISORDER								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			713	724		10.1002/1098-108X(198711)6:6<713::AID-EAT2260060604>3.0.CO;2-5			NOV 1987	1987										12							WOS:A1987K672300003		
J	WILSON, GT; LINDHOLM, L								BULIMIA-NERVOSA AND DEPRESSION								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			725	732		10.1002/1098-108X(198711)6:6<725::AID-EAT2260060605>3.0.CO;2-Y			NOV 1987	1987										14							WOS:A1987K672300004		
J	GRAY, JJ; FORD, K; KELLY, LM								THE PREVALENCE OF BULIMIA IN A BLACK-COLLEGE POPULATION								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			733	740		10.1002/1098-108X(198711)6:6<733::AID-EAT2260060606>3.0.CO;2-U			NOV 1987	1987										104							WOS:A1987K672300005		
J	HERZOG, DB; KELLER, MB; LAVORI, PW; OTT, IL								SOCIAL IMPAIRMENT IN BULIMIA								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			741	747		10.1002/1098-108X(198711)6:6<741::AID-EAT2260060607>3.0.CO;2-Q			NOV 1987	1987										14							WOS:A1987K672300006		
J	JAFFE, AC; MCALILEY, LG; SINGER, L								CAROTENEMIA IN NORMAL-WEIGHT BULIMIA - A FINDING UNRELATED TO OTHER PHYSICAL MANIFESTATIONS OF THE SYNDROME								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			749	755		10.1002/1098-108X(198711)6:6<749::AID-EAT2260060608>3.0.CO;2-F			NOV 1987	1987										3							WOS:A1987K672300007		
J	POST, G; CROWTHER, JH								RESTRICTER-PURGER DIFFERENCES IN BULIMIC ADOLESCENT FEMALES								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			757	761		10.1002/1098-108X(198711)6:6<757::AID-EAT2260060609>3.0.CO;2-B			NOV 1987	1987										20							WOS:A1987K672300008		
J	WONG, C; BIRMINGHAM, CL; TILDESLEY, HD								HYPERTHYROIDISM AND BULIMIA - CASE-REPORT								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			763	765		10.1002/1098-108X(198711)6:6<763::AID-EAT2260060610>3.0.CO;2-1			NOV 1987	1987										7							WOS:A1987K672300009		
J	WEAR, RW; PRATZ, O								TEST-RETEST RELIABILITY FOR THE EATING DISORDER INVENTORY								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			767	769		10.1002/1098-108X(198711)6:6<767::AID-EAT2260060611>3.0.CO;2-V			NOV 1987	1987										104							WOS:A1987K672300010		
J	OWENS, RG; SLADE, PD								RUNNING AND ANOREXIA-NERVOSA - AN EMPIRICAL-STUDY								INTERNATIONAL JOURNAL OF EATING DISORDERS				6	6			771	775		10.1002/1098-108X(198711)6:6<771::AID-EAT2260060612>3.0.CO;2-V			NOV 1987	1987										38							WOS:A1987K672300011		
J	REASON, J								COGNITIVE AIDS IN PROCESS ENVIRONMENTS - PROSTHESES OR TOOLS								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			463	470		10.1016/S0020-7373(87)80010-X			NOV-DEC 1987	1987										40							WOS:A1987P379200002		
J	DEKEYSER, V								HOW CAN COMPUTER-BASED VISUAL-DISPLAYS AID OPERATORS								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			471	478		10.1016/S0020-7373(87)80011-1			NOV-DEC 1987	1987										9							WOS:A1987P379200003		
J	ROTH, EM; BENNETT, KB; WOODS, DD								HUMAN INTERACTION WITH AN INTELLIGENT MACHINE								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			479	525		10.1016/S0020-7373(87)80012-3			NOV-DEC 1987	1987										48							WOS:A1987P379200004		
J	MUIR, BM								TRUST BETWEEN HUMANS AND MACHINES, AND THE DESIGN OF DECISION AIDS								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			527	539		10.1016/S0020-7373(87)80013-5			NOV-DEC 1987	1987										171							WOS:A1987P379200005		
J	BOY, GA								OPERATOR ASSISTANT SYSTEMS								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			541	554		10.1016/S0020-7373(87)80014-7			NOV-DEC 1987	1987										15							WOS:A1987P379200006		
J	RIZZO, A; BAGNARA, S; VISCIOLA, M								HUMAN ERROR-DETECTION PROCESSES								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			555	570		10.1016/S0020-7373(87)80015-9			NOV-DEC 1987	1987										36							WOS:A1987P379200007		
J	WOODS, DD								COGNITIVE ENGINEERING IN COMPLEX AND DYNAMIC WORLDS - COMMENTARY								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			571	585		10.1016/S0020-7373(87)80016-0			NOV-DEC 1987	1987										23							WOS:A1987P379200008		
J	WAGENAAR, WA; GROENEWEG, J								ACCIDENTS AT SEA - MULTIPLE CAUSES AND IMPOSSIBLE CONSEQUENCES								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			587	598		10.1016/S0020-7373(87)80017-2			NOV-DEC 1987	1987										109							WOS:A1987P379200009		
J	AMENDOLA, A; BERSINI, U; CACCIABUE, PC; MANCINI, G								MODELING OPERATORS IN ACCIDENT CONDITIONS - ADVANCES AND PERSPECTIVES ON A COGNITIVE MODEL								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				27	5-6			599	612		10.1016/S0020-7373(87)80018-4			NOV-DEC 1987	1987										8							WOS:A1987P379200010		
