PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	WHITEHOUSE, JM								CHOLINERGIC MECHANISMS IN DISCRIMINATION LEARNING AS A FUNCTION OF STIMULI								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			448	+		10.1037/h0024613			1967	1967										15							WOS:A19679470300016		
J	KESNER, RP; FIEDLER, P; THOMAS, GJ								FUNCTION OF MIDBRAIN RETICULAR FORMATION IN REGULATING LEVEL OF ACTIVITY AND LEARNING IN RATS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			452	&		10.1037/h0024603			1967	1967										41							WOS:A19679470300017		
J	THOMPSON, R; LUKASZEWSKA, I; SCHWEIGERDT, A; MCNEW, JJ								RETENTION OF VISUAL AND KINESTHETIC DISCRIMINATIONS IN RATS FOLLOWING PRETECTO-DIENCEPHALIC AND VENTRAL MESENCEPHALIC DAMAGE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			458	+		10.1037/h0024606			1967	1967										31							WOS:A19679470300018		
J	KIM, C; CHANG, HK; CHU, JW								CONSEQUENCES OF ABLATING MAMMILLARY BODIES IN DOGS								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			469	&		10.1037/h0024604			1967	1967										13							WOS:A19679470300019		
J	SHACTER, D; SHUCKMAN, H								EFFECT OF LOCALIZED CORTICAL COOLING ON DELAYED-RESPONSE PERFORMANCE IN MONKEY								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			477	&		10.1037/h0024600			1967	1967										8							WOS:A19679470300020		
J	GUTH, SL								PATTERNING EFFECTS WITH COMPOUND STIMULI								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			480	&		10.1037/h0024580			1967	1967										5							WOS:A19679470300021		
J	BOE, EE; CHURCH, RM								PERMANENT EFFECTS OF PUNISHMENT DURING EXTINCTION								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			486	&		10.1037/h0024632			1967	1967										28							WOS:A19679470300022		
J	DETOLEDO, L; BLACK, AH								EFFECTS OF PRESHOCK ON SUBSEQUENT AVOIDANCE CONDITIONING								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			493	&		10.1037/h0024628			1967	1967										43							WOS:A19679470300023		
J	WHIMBEY, AE; DENENBERG, VH								2 INDEPENDENT BEHAVIORAL DIMENSIONS IN OPEN-FIELD PERFORMANCE								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			500	+		10.1037/h0024620			1967	1967										329							WOS:A19679470300024		
J	LEVITT, RA								PARADOXICAL SLEEP - ACTIVATION BY SLEEP DEPRIVATION								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			505	&		10.1037/h0024608			1967	1967										12							WOS:A19679470300025		
J	KENSHALO, DR; DECKER, T; HAMILTON, A								SPATIAL SUMMATION ON FOREHEAD FOREARM AND BACK PRODUCED BY RADIANT AND CONDUCTED HEAT								JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY				63	3			510	&		10.1037/h0024610			1967	1967										80							WOS:A19679470300026		
J	SNODGRAS.JG; LUCE, R, RD; GALANTER, E								SOME EXPERIMENTS ON SIMPLE AND CHOICE REACTION TIME								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			1	&		10.1037/h0021280			1967	1967										79							WOS:A19679953100001		
J	ESTES, WK; DAPOLITO, F								INDEPENDENT VARIATION OF INFORMATION STORAGE AND RETRIEVAL PROCESSES IN PAIRED-ASSOCIATE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			18	&		10.1037/h0024902			1967	1967										57							WOS:A19679953100002		
J	TVERSKY, A								UTILITY THEORY AND ADDITIVITY ANALYSIS OF RISKY CHOICES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			27	&		10.1037/h0024915			1967	1967										78							WOS:A19679953100003		
J	LUDVIGSON, HW; GAY, RA								AN INVESTIGATION OF CONDITIONS DETERMINING CONTRAST EFFECTS IN DIFFERENTIAL REWARD CONDITIONING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			37	+		10.1037/h0024917			1967	1967										52							WOS:A19679953100004		
J	SPIVEY, JE								RESISTANCE TO EXTINCTION AS A FUNCTION OF NUMBER OF N-R TRANSITIONS AND PERCENTAGE OF REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			43	&		10.1037/h0024919			1967	1967										22							WOS:A19679953100005		
J	SIMON, JR								EAR PREFERENCE IN A SIMPLE REACTION-TIME TASK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			49	&		10.1037/h0021281			1967	1967										73							WOS:A19679953100006		
J	FISHBEIN, HD								EFFECTS OF DIFFERENTIAL INSTRUCTIONS DIFFERENTIAL FEEDBACK AND UCS INTENSITY ON CONDITIONEDEYELID RESPONSE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			56	&		10.1037/h0024896			1967	1967										8							WOS:A19679953100007		
J	EKSTRAND, BR								EFFECT OF SLEEP ON MEMORY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			64	&		10.1037/h0024907			1967	1967										53							WOS:A19679953100008		
J	FUREDY, JJ								CLASSICAL APPETITIVE CONDITIONING OF GSR WITH COOL AIR AS UCS AND ROLES OF UCS ONSET AND OFFSET AS REINFORCERS OF CR								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			73	&		10.1037/h0024899			1967	1967										11							WOS:A19679953100009		
J	MUNSINGER, H; GUMMERMAN, K								IDENTIFICATION OF FORM IN PATTERNS OF VISUAL NOISE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			81	+		10.1037/h0024890			1967	1967										5							WOS:A19679953100010		
J	FOX, RH; BRADBURY, PA; HAMPTON, IFG								TIME JUDGMENT AND BODY TEMPERATURE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			88	&		10.1037/h0024888			1967	1967										34							WOS:A19679953100011		
J	LEVINE, G; LOESCH, R								GENERALITY OF RESPONSE INTENSITY FOLLOWING NONREINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			97	&		10.1037/h0024916			1967	1967										9							WOS:A19679953100012		
J	POSNER, MI								CHARACTERISTICS OF VISUAL AND KINESTHETIC MEMORY CODES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			103	&		10.1037/h0024911			1967	1967										191							WOS:A19679953100013		
J	VITZ, PC; TODD, TC								A MODEL OF LEARNING FOR SIMPLE REPEATING BINARY PATTERNS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			108	&		10.1037/h0024881			1967	1967										28							WOS:A19679953100014		
J	HOUSTON, JP								PROACTIVE INHIBITION AND COMPETITION AT RECALL								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			118	&		10.1037/h0024909			1967	1967										10							WOS:A19679953100015		
J	BAUMEISTER, AA; KELLAS, GA								REFRACTORINESS IN REACTION TIMES OF NORMALS AND RETARDATES AS A FUNCTION OF RESPONSE-STIMULUS INTERVAL								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	1			122	+		10.1037/h0024939			1967	1967										10							WOS:A19679953100016		
J	POMPI, KF; LACHMAN, R								SURROGATE PROCESSES IN SHORT-TERM RETENTION OF CONNECTED DISCOURSE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			143	&		10.1037/h0024976			1967	1967										65							WOS:A1967A069900001		
J	MASSARO, DW; MOORE, JW								DIFFERENTIAL CLASSICAL AND AVOIDANCE EYELID CONDITIONING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			151	&		10.1037/h0024973			1967	1967										13							WOS:A1967A069900002		
J	ANDERSON, NH								AVERAGING MODEL ANALYSIS OF SET-SIZE EFFECT IN IMPRESSION FORMATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			158	&		10.1037/h0024995			1967	1967										133							WOS:A1967A069900003		
J	GLUCKSBE.S; VERNON, J								SENSORY DEPRIVATION AS A DRIVE OPERATION - EFFECTS UPON PROBLEM SOLVING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			166	+					1967	1967										14							WOS:A1967A069900004		
J	SIMPSON, P; VOSS, JF								STABILITY OF RESPONSE HIERARCHIES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			170	&		10.1037/h0025006			1967	1967										2							WOS:A1967A069900005		
J	SMITH, B; EPSTEIN, S								INFLUENCE OF INCENTIVE ON ADEQUACY AND MODE OF CONFLICT RESOLUTION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			175	&		10.1037/h0024968			1967	1967										6							WOS:A1967A069900006		
J	MUMBAUER, CC; ODOM, RD								VARIABLES AFFECTING PERFORMANCE OF PRESCHOOL CHILDREN IN INTRADIMENSIONAL REVERSAL AND EXTRADIMENSIONAL SHIFTS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			180	&		10.1037/h0024990			1967	1967										34							WOS:A1967A069900007		
J	LAUGHLIN, PR; JORDAN, RM								SELECTION STRATEGIES IN CONJUNCTIVE DISJUNCTIVE AND BICONDITIONAL CONCEPT ATTAINMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			188	&		10.1037/h0024983			1967	1967										27							WOS:A1967A069900008		
J	IZAWA, C								FUNCTION OF TEST TRIALS IN PAIRED-ASSOCIATE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			194	&		10.1037/h0024971			1967	1967										58							WOS:A1967A069900009		
J	PARKER, RK								EFFECTS OF INSTRUCTIONS SCHEDULES OF REWARD AND MAGNITUDE OF REWARD ON DISCRIMINATION OF ACQUISITION AND EXTINCTION PHASES OF LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			210	&		10.1037/h0024991			1967	1967										7							WOS:A1967A069900010		
J	ROSS, PL								ACCURACY OF JUDGMENTS OF MOVEMENT IN DEPTH FROM 2-DIMENSIONAL PROJECTIONS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			217	&		10.1037/h0024965			1967	1967										1							WOS:A1967A069900011		
J	CAPALDI, EJ; LYNCH, D								REPEATED SHIFTS IN REWARD MAGNITUDE - EVIDENCE IN FAVOR OF AN ASSOCIATIONAL AND ABSOLUTE (NONCONTEXTUAL) INTERPRETATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			226	&		10.1037/h0024986			1967	1967										78							WOS:A1967A069900012		
J	ROBY, TB								BELIEF STATES AND SEQUENTIAL EVIDENCE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			236	&		10.1037/h0024996			1967	1967										10							WOS:A1967A069900013		
J	GRANT, DA; LEVY, CM; THOMPSON, J; HICKOK, CW; BUNDE, BC								TRANSFER OF DIFFERENTIAL EYELID CONDITIONING THROUGH SUCCESSIVE DISCRIMINATIONS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			246	&		10.1037/h0024972			1967	1967										7							WOS:A1967A069900014		
J	BROWN, PL; JENKINS, HM								CONDITIONED INHIBITION AND EXCITATION IN OPERANT DISCRIMINATION LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			255	&		10.1037/h0024985			1967	1967										36							WOS:A1967A069900015		
J	SALTZ, E; HAMILTON, H								SPONTANEOUS RECOVERY OF LIST 1 RESPONSES IN A-B A'-C PARADIGM								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	2			267	&		10.1037/h0024977			1967	1967										2							WOS:A1967A069900016		
J	BRUCE, D; COFER, CN								AN EXAMINATION OF RECOGNITION AND FREE RECALL AS MEASURES OF ACQUISITION AND LONG-TERM RETENTION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			283	&		10.1037/h0025054			1967	1967										18							WOS:A1967A145300001		
J	LANDAUER, TK; ELDRIDGE, L								EFFECT OF TESTS WITHOUT FEEDBACK AND PRESENTATION-TEST INTERVAL IN PAIRED-ASSOCIATE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			290	&		10.1037/h0025047			1967	1967										23							WOS:A1967A145300002		
J	DOMINOWSKI, RL								ANAGRAM SOLVING AS A FUNCTION OF BIGRAM RANK AND WORD FREQUENCY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			299	+		10.1037/h0025060			1967	1967										21							WOS:A1967A145300003		
J	JOHNSON, HJ; SCHWARTZ, GE								SUPPRESSION OF GSR ACTIVITY THROUGH OPERANT REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			307	&		10.1037/h0025064			1967	1967										25							WOS:A1967A145300004		
J	SALTZ, E; MODIGLIANI, V								RESPONSE MEANINGFULNESS IN PAIRED ASSOCIATES - T-L FREQUENCY M AND NUMBER OF MEANINGS (DM)								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			313	+		10.1037/h0025048			1967	1967										9							WOS:A1967A145300005		
J	LAPPIN, JS								ATTENTION IN IDENTIFICATION OF STIMULI IN COMPLEX VISUAL DISPLAYS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			321	&		10.1037/h0025044			1967	1967										65							WOS:A1967A145300006		
J	MACKINNON, JR								INTERACTIVE ERRECTS OF 2 REWARDS IN A DIFFERENTIAL MAGNITUDE OF REWARD DISCRIMINATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			329	+		10.1037/h0025067			1967	1967										31							WOS:A1967A145300007		
J	KATZEV, R								EXTINGUISHING AVOIDANCE RESPONSES AS A FUNCTION OF DELAYED WARNING SIGNAL TERMINATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			339	&		10.1037/h0025069			1967	1967										39							WOS:A1967A145300008		
J	KAISER, PK								PERCEIVED SHAPE AND ITS DEPENDENCY ON PERCEIVED SLANT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			345	&		10.1037/h0025039			1967	1967										20							WOS:A1967A145300009		
J	BEACH, LR; PHILLIPS, LD								SUBJECTIVE PROBABILITIES INFERRED FROM ESTIMATES AND BETS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			354	&		10.1037/h0025061			1967	1967										26							WOS:A1967A145300010		
J	CEREKWICKI, LE; GRANT, DA								DELAY OF POSITIVE REINFORCEMENT IN INSTRUMENTAL EYELID CONDITIONING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			360	+		10.1037/h0025049			1967	1967										6							WOS:A1967A145300011		
J	SHAPIRO, SI; PALERMO, DS								MEDIATED CLUSTERING IN FREE RECALL								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			365	&		10.1037/h0025058			1967	1967										3							WOS:A1967A145300012		
J	KARRER, R								VISUAL BEAT PHENOMENA AS AN INDEX TO TEMPORAL CHARACTERISTICS OF PERCEPTION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			372	&		10.1037/h0025038			1967	1967										5							WOS:A1967A145300013		
J	KAUSLER, DH; FULKERSON, FE; ESCHENBRENNER, AJ								UNLEARNING OF LIST 1 RIGHT ITEMS IN VERBAL-DISCRIMINATION TRANSFER								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			379	+		10.1037/h0025053			1967	1967										21							WOS:A1967A145300014		
J	WRIGHT, JH								EFFECTS OF FORMAL INTERITEM SIMILARITY AND LENGTH OF RETENTION INTERVAL ON PROACTIVE INHIBITION OF SHORT-TERM MEMORY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			386	+		10.1037/h0025059			1967	1967										9							WOS:A1967A145300015		
J	JENSEN, GD; HILL, WF								RESISTANCE TO EXTINCTION WHEN A SINGLE NONREINFORCED SEQUENCE IS FOLLOWED BY IMMEDIATE REINFORCEMENT OF DELAYED REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			396	&		10.1037/h0025068			1967	1967										2							WOS:A1967A145300016		
J	RENNER, KE								TEMPORAL INTEGRATION - MODIFICATION OF INCENTIVE VALUE OF A FOOD REWARD BY EARLY EXPERIENCE WITH DEPRIVATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			400	&		10.1037/h0025066			1967	1967										7							WOS:A1967A145300017		
J	CHAMPION, RA; STANDISH, CD								WITHIN-PAIR DIFFERENTIATION IN DISCRIMINATION LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			408	&		10.1037/h0025046			1967	1967										0							WOS:A1967A145300018		
J	NEWMAN, FL								DIFFERENTIAL EYELID CONDITIONIN AS A FUNCTION OF PROBABILITY OF REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			412	&		10.1037/h0025050			1967	1967										7							WOS:A1967A145300019		
J	ELLIS, NR; ANDERS, TR								EFFECTS OF POSTRESPONSE STIMULUS DURATION UPON SHORT-TERM MEMORY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	3			418	&		10.1037/h0025056			1967	1967										6							WOS:A1967A145300020		
J	LANG, PJ; SROUFE, LA; HASTINGS, JE								EFFECTS OF FEEDBACK AND INSTRUCTIONAL SET ON CONTROL OF CARDIAC-RATE VARIABILITY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			425	&		10.1037/h0021282			1967	1967										58							WOS:A1967A299500001		
J	FOWLER, H; SPELT, PF; WISCHNER, GJ								DISCRIMINATION PERFORMANCE AS AFFECTED BY TRAINING PROCEDURE PROBLEM DIFFICULTY AND SHOCK FOR CORRECT RESPONSE								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			432	&		10.1037/h0025141			1967	1967										10							WOS:A1967A299500002		
J	MUELLER, MR; EDMONDS, EM; EVANS, SH								AMOUNT OF UNCERTAINTY ASSOCIATED WITH DECODING IN FREE RECALL								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			437	&		10.1037/h0025134			1967	1967										2							WOS:A1967A299500003		
J	BARTZ, AE								FIXATION ERRORS IN EYE MOVEMENTS TO PERIPHERAL STIMULI								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			444	&		10.1037/h0025120			1967	1967										17							WOS:A1967A299500004		
J	BOULTER, LR; APPLEY, MH								TIME AND EFFORT AS DETERMINERS OF TIME-PRODUCTION ERROR								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			447	&		10.1037/h0025114			1967	1967										7							WOS:A1967A299500005		
J	TREICHLE.FR; HANN, B; WAY, SJ								EFFECTS OF RESPONSE-INDUCED STIMULUS CHANGE ON HUMAN DISCRIMINATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			453	&		10.1037/h0025115			1967	1967										4							WOS:A1967A299500006		
J	SHUELL, TJ; KEPPEL, G								RETROACTIVE INHIBITION AS A FUNCTION OF LEARNING METHOD								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			457	&		10.1037/h0025129			1967	1967										13							WOS:A1967A299500007		
J	BAHRICK, HP; CLARK, S; BAHRICK, P								GENERALIZATION GRADIENTS AS INDICANTS OF LEARNING AND RETENTION OF A RECOGNITION TASK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			464	+		10.1037/h0025131			1967	1967										35							WOS:A1967A299500008		
J	ERNST, RL								EFFECT OF NUMBER OF ALTERNATIVE RESPONSE CHOICES ON TRANSFER AND RETENTION OF VERBAL MAZE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			472	&		10.1037/h0025125			1967	1967										1							WOS:A1967A299500009		
J	HOWELL, WC								AN EVALUATION OF SUBJECTIVE PROBABILITY IN A VISUAL DISCRIMINATION TASK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			479	&		10.1037/h0025137			1967	1967										9							WOS:A1967A299500010		
J	WOODS, PJ								PERFORMANCE CHANGES IN ESCAPE CONDITIONING FOLLOWING SHIFTS IN MAGNITUDE OF REINFORCEMENT								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			487	&		10.1037/h0025143			1967	1967										17							WOS:A1967A299500011		
J	SCHNORR, JA; MYERS, JL								NEGATIVE CONTRAST IN HUMAN PROBABILITY LEARNING AS A FUNCTION OF INCENTIVE MAGNITUDES								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			492	&		10.1037/h0025139			1967	1967										9							WOS:A1967A299500012		
J	ERIKSEN, CW; COLLINS, JF; GREENSPO.TS								AN ANALYSIS OF CERTAIN FACTORS RESPONSIBLE FOR NONMONOTONIC BACKWARD MASKING FUNCTIONS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			500	&		10.1037/h0025117			1967	1967										21							WOS:A1967A299500013		
J	DOLL, TJ; THOMAS, DR								EFFECTS OF DISCRIMINATION TRAINING ON STIMULUS GENERALIZATION FOR HUMAN SUBJECTS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			508	&		10.1037/h0025116			1967	1967										36							WOS:A1967A299500014		
J	BERNBACH, HA								STIMULUS LEARNING AND RECOGNITION IN PAIRED-ASSOCIATE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			513	&		10.1037/h0025128			1967	1967										18							WOS:A1967A299500015		
J	MEYER, DE								DIFFERENTIAL EFFECTS OF KNOWLEDGE OF RESULTS AND MONETARY REWARD UPON OPTIMAL CHOICE BEHAVIOR UNDER RISK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			520	&		10.1037/h0025138			1967	1967										5							WOS:A1967A299500016		
J	DINNERST.AJ								IMAGE SIZE AND INSTRUCTIONS IN PERCEPTION OF DEPTH								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			525	&		10.1037/h0025119			1967	1967										2							WOS:A1967A299500017		
J	KEELE, SW								COMPATIBILITY AND TIME-SHARING IN SERIAL REACTION TIME								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			529	&		10.1037/h0021283			1967	1967										30							WOS:A1967A299500018		
J	YUILLE, JC; PAIVIO, A								LATENCY OF IMAGINAL AND VERBAL MEDIATORS AS A FUNCTION OF STIMULUS AND RESPONSE CONCRETENESS-IMAGERY								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			540	&		10.1037/h0025130			1967	1967										34							WOS:A1967A299500019		
J	COFER, CN; DIAMOND, F; OLSEN, RA; STEIN, JS; WALKER, H								COMPARISON OF ANTICIPATION AND RECALL METHODS IN PAIRED-ASSOCIATE LEARNING								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			545	&		10.1037/h0025124			1967	1967										28							WOS:A1967A299500020		
J	HOWE, TS								UNLEARNING AND COMPETITION IN LIST-1 RECALL								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				75	4			559	&		10.1037/h0025133			1967	1967										10							WOS:A1967A299500021		
J	FESTINGE.L; ONO, H; BURNHAM, CA; BAMBER, D								EFFERENCE AND CONSCIOUS EXPERIENCE OF PERCEPTION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				74	4P2			1	&		10.1037/h0024766			1967	1967										35							WOS:A19679806800001		
J	LANE, H; KOPP, J; SHEPPARD, W; ANDERSON, T; CARLSON, D								ACQUISITION MAINTENANCE AND RETENTION IN DIFFERENTIAL REINFORCEMENT OF VOCAL DURATION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				74	2P2S			1	&		10.1037/h0024577			1967	1967										3							WOS:A19679505900001		
J	SELIGMAN, ME; MAIER, SF								FAILURE TO ESCAPE TRAUMATIC SHOCK								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				74	1			1	&		10.1037/h0024514			1967	1967										958							WOS:A19679309800001		
